Y,M,SOI,NOI,ONI,Nino3,Nino34,AO,NAO,PDO,PNA,AMO,WHWP,NAOJ
1983,9,1.4,-0.596,-0.46,25.03,26.2,0.167,-0.95,0.91,-1.37,-0.211,0.16,-0.65
1983,10,0.7,-0.867,-0.81,24.37,25.56,1.369,1.22,0.96,0.26,-0.19,0.05,2.06
1983,11,-0.2,-3.758,-1,24.07,25.41,-0.688,-1.16,1.02,1.75,-0.153,-0.08,-2.28
1983,12,0,-4.06,-0.91,24.39,25.57,0.186,0.18,1.69,-0.61,0.002,0.27,0.83
1984,1,0.3,4.257,-0.6,25.08,25.88,0.905,1.42,1.5,0.6,-0.101,-0.17,2.53
1984,2,1.4,2.995,-0.42,26.26,26.56,-0.303,0.37,1.21,0.73,-0.083,-0.3,1.73
1984,3,-0.4,1.301,-0.34,26.97,26.77,-2.386,-0.79,1.77,1.08,-0.12,-0.52,-2.12
1984,4,0.6,1.688,-0.43,27.09,27.14,-0.284,-0.45,1.52,1.41,-0.152,-0.04,0.33
1984,5,0.3,1.318,-0.51,26.32,27.2,0.479,0.55,1.3,0.37,-0.161,-0.8,-2.34
1984,6,-0.6,1.482,-0.45,25.45,26.83,0.007,-0.12,0.18,-0.36,-0.32,-2.62,0.33
1984,7,0.3,-1.165,-0.3,25.03,26.79,0.019,-0.04,-0.18,-2.61,-0.261,-3.09,0.93
1984,8,0.7,1.063,-0.16,24.71,26.61,0.466,1.35,-0.03,-1.14,-0.221,-4.25,1
1984,9,0.2,0.632,-0.24,24.56,26.38,-0.413,0.31,0.67,-0.02,-0.204,-6.13,-1.31
1984,10,-0.5,1.62,-0.56,24.31,26.04,-0.27,0.43,0.58,-0.53,-0.339,-5.28,1.66
1984,11,0.4,-2.479,-0.92,24.11,25.52,-0.966,-0.2,0.71,0.39,-0.419,-2.02,-1.16
1984,12,-0.2,-0.324,-1.14,23.96,25.25,0.446,-0.09,0.82,-1.9,-0.313,-0.32,1.52
1985,1,-0.5,0.568,-1.04,24.4,25.38,-2.806,-2.38,1.27,1.44,-0.349,-0.17,-2.87
1985,2,2,6.115,-0.85,25.5,26.03,-1.44,-1,0.94,-0.99,-0.324,-0.3,-0.24
1985,3,1.3,4.007,-0.77,26.42,26.5,0.551,-0.19,0.57,-1.19,-0.351,-0.91,0.07
1985,4,1.9,1.571,-0.78,26.53,26.64,0.652,0.2,0.19,-1.27,-0.396,-2.4,0.34
1985,5,0.7,0.973,-0.78,26.19,26.9,-0.432,-0.4,0,-0.82,-0.332,-1.9,-2.13
1985,6,-0.6,-1.071,-0.63,25.6,26.81,-0.347,-0.5,0.18,1.28,-0.123,-1.59,-1.08
1985,7,-0.2,-1.102,-0.49,24.71,26.56,-0.39,1.25,1.07,-0.19,-0.148,-2.28,1.09
1985,8,1.6,0.499,-0.46,24.24,26.3,-0.001,-0.74,0.81,-0.53,-0.276,-2.76,2.33
1985,9,0,0.844,-0.4,24.04,26.02,0.114,-0.36,0.44,-0.63,-0.243,-3.15,0
1985,10,-0.6,0.881,-0.35,24.18,26.23,1.035,1.49,0.29,-1.5,-0.24,-2.93,0.14
1985,11,-0.3,-0.695,-0.27,24.4,26.33,-1.218,-0.84,-0.75,-1.83,-0.29,-1.74,-2.85
1985,12,0.4,-0.512,-0.36,24.5,26.19,-1.948,0.11,0.38,1.08,-0.332,-0.25,-0.43
1986,1,1.6,-3.013,-0.49,24.86,25.89,-0.568,0.78,1.12,0.6,-0.338,-0.17,1.46
1986,2,-1.7,-5.391,-0.47,25.88,26.05,-2.904,-1.58,1.61,0.41,-0.27,-0.3,-4.02
1986,3,0.8,-2.448,-0.31,26.83,26.87,1.931,1.39,2.18,0.51,-0.288,-0.77,2.86
1986,4,0.5,2.399,-0.2,27.2,27.49,0.103,-0.79,1.55,-0.15,-0.32,-1.79,-0.93
1986,5,-0.4,-1.489,-0.12,26.65,27.4,0.367,0.84,1.16,-0.03,-0.224,-0.98,2.16
1986,6,1.6,-0.069,-0.04,26.17,27.42,0.535,1.54,0.89,0.39,-0.256,-1.99,-1.29
1986,7,0.5,2.059,0.22,25.67,27.18,-0.008,0.15,1.38,-0.35,-0.244,-1.3,0.88
1986,8,-0.6,0.026,0.44,25.29,27.17,-0.826,-1.53,0.22,-1.49,-0.268,-2.28,-2.21
1986,9,-0.8,0.22,0.71,25.2,27.24,-0.023,-0.95,0.22,-0.28,-0.215,-1.09,-1.34
1986,10,1.1,-1.132,0.94,25.51,27.53,1.425,2.2,1,1.18,-0.314,-1.99,2.27
1986,11,-2,2.168,1.14,25.88,27.71,0.926,2.27,1.77,-0.71,-0.393,-1.44,3.41
1986,12,-2.4,-3.139,1.22,26.15,27.72,0.06,0.83,1.77,1.06,-0.367,0.02,3.42
1987,1,-1.1,0.291,1.23,26.68,27.68,-1.148,-1.85,1.88,0.63,-0.273,-0.03,-2.12
1987,2,-2.1,-1.989,1.19,27.55,27.88,-1.473,-1.27,1.75,0.57,-0.213,0.18,-0.24
1987,3,-2.1,-5.518,1.06,28.2,28.27,-1.746,-0.26,2.1,0.85,-0.028,1.76,0.29
1987,4,-2.3,-2.083,0.95,28.35,28.39,0.387,2.03,2.16,1.54,0.034,2.44,2.59
1987,5,-2.1,-1.593,0.97,28.14,28.56,0.325,0.96,1.85,-1.02,0.073,2.7,-0.81
1987,6,-1.8,-1.093,1.22,27.48,28.65,-0.71,-1.53,0.73,0.56,0.207,3.12,-0.58
1987,7,-2.2,-3.163,1.51,26.92,28.59,-0.466,0.55,2.01,-0.43,0.284,3.98,-1.25
1987,8,-1.5,-2.171,1.7,26.57,28.42,-0.836,-1.19,2.83,0.74,0.284,5.14,-2.99
1987,9,-1.7,0.138,1.65,26.56,28.36,0.287,-1.04,2.44,-2.6,0.198,5.41,1.27
1987,10,-0.6,-3.031,1.48,26.14,27.96,-0.08,0.66,1.36,0.75,0.051,4.18,-0.8
1987,11,0,0.566,1.25,26.09,27.77,-0.536,0.06,1.47,1.19,-0.065,3.48,-0.67
1987,12,-0.8,-0.861,1.11,26.23,27.54,-0.534,0.21,1.27,0.5,0.047,0.7,-0.81
1988,1,-0.2,0.3,0.81,26.34,27.45,0.265,0.68,0.93,0.03,-0.038,0.31,0.53
1988,2,-0.6,2.772,0.54,26.4,27.03,-1.066,0.42,1.24,1.37,-0.112,-0.01,-0.11
1988,3,1.1,7.241,0.14,27.06,27.38,-0.197,-0.58,1.42,0.38,-0.007,0.77,0.78
1988,4,0.2,-3.226,-0.31,26.93,27.38,-0.561,-1.42,0.94,1.12,0.054,-0.04,-2.39
1988,5,1.5,1.243,-0.88,25.68,26.68,-0.846,0.64,1.2,0.61,0.14,0.15,-1.24
1988,6,0.1,-0.313,-1.3,24.44,25.99,0.061,1.19,0.74,1.31,0.168,-0.3,-2.75
1988,7,1.7,0.16,-1.3,23.74,25.56,-0.143,-0.32,0.64,1.6,0.112,-0.39,1.46
1988,8,2.5,-1.831,-1.11,23.64,25.66,0.255,-0.07,0.19,-0.62,-0.007,-0.98,0.73
1988,9,3,2.046,-1.19,23.81,25.72,1.039,-0.82,-0.37,-0.97,-0.094,-1.86,0.8
1988,10,2.3,0.531,-1.48,23.43,24.82,0.032,-0.66,-0.1,0.89,-0.169,-2.31,-2.02
1988,11,2.8,2.417,-1.8,23.44,24.65,-0.035,-0.49,-0.02,0.11,-0.146,-1.69,-1.47
1988,12,2,4.167,-1.85,23.62,24.63,1.679,0.48,-0.43,0.33,-0.163,-0.2,1.85
1989,1,2.5,8.678,-1.69,24.22,24.58,3.106,0.85,-0.95,-1.57,-0.22,-0.17,3.53
1989,2,2,3.284,-1.43,25.44,25.28,3.279,1.82,-1.02,-1.71,-0.155,-0.3,3.61
1989,3,1.8,-1.98,-1.08,26.19,26.08,1.53,1.54,-0.83,-1.56,-0.252,-0.91,2.45
1989,4,2.7,-0.508,-0.83,26.72,26.74,-0.25,0.16,-0.32,-0.77,-0.288,-1.9,-0.48
1989,5,2,2.382,-0.58,26.42,27.06,0.889,1.33,0.47,-0.04,-0.146,-1.29,1.16
1989,6,1.2,-1.82,-0.4,26.3,27.14,0.345,0.03,0.36,-0.56,0.092,-1.84,-0.53
1989,7,1.5,3.336,-0.31,25.35,26.72,0.866,1,0.83,-0.59,0.178,-1.33,0.58
1989,8,-0.5,0.247,-0.27,24.72,26.33,0.551,-0.11,0.09,-0.27,0.114,-0.96,1.76
1989,9,0.8,-0.732,-0.24,24.6,26.42,0.703,2.15,0.05,0.41,-0.094,-2.1,-0.96
1989,10,1.3,0.908,-0.22,24.58,26.32,0.991,0.48,-0.12,-1.08,-0.122,-0.8,0.88
1989,11,-0.4,0.928,-0.16,24.51,26.25,0.034,0.03,-0.5,-0.7,-0.149,-0.5,-2.97
1989,12,-0.9,0.474,-0.05,24.85,26.46,-0.644,-1.15,-0.21,0.57,-0.152,0.03,-2.23
1990,1,-0.1,2.57,0.14,25.37,26.56,1.001,0.7,-0.3,-1.09,-0.298,-0.13,3.5
1990,2,-3,1.408,0.21,26.42,26.96,3.402,1.16,-0.65,-2.78,-0.161,-0.12,5.11
1990,3,-0.7,0.761,0.28,26.92,27.33,2.99,1.13,-0.62,0.04,-0.178,-0.31,3.11
1990,4,0.3,-1.401,0.29,27.49,27.9,1.879,2.03,0.27,-0.62,-0.116,0.66,1.77
1990,5,2,-1.015,0.29,27.41,28.02,0.943,-1.37,0.44,0.27,-0.058,0.49,-1.19
1990,6,0.5,0.407,0.31,26.58,27.64,0.304,0.29,0.44,-1.39,-0.055,0.87,0.42
1990,7,0.9,-1.779,0.33,25.81,27.38,-0.296,0.56,0.27,-0.26,-0.021,0.62,1.43
1990,8,-0.3,-1.279,0.38,25.23,27.07,-0.18,1.12,0.11,1.76,0.053,0.44,3.31
1990,9,-1.2,-0.368,0.39,25.02,26.94,-0.21,1.18,0.38,-0.46,0.148,2.84,-0.99
1990,10,0.4,0.942,0.35,24.84,26.93,0.66,0.76,-0.69,-0.91,0.114,2.67,-0.59
1990,11,-0.8,3.355,0.4,24.9,26.81,0.521,-0.39,-1.69,-1.66,-0.053,0.73,-1.48
1990,12,-0.4,3.352,0.41,25.15,26.95,1.277,0.11,-2.23,-1.62,-0.035,0.03,0.34
1991,1,1,1.973,0.41,25.79,27.03,0.723,0.49,-2.02,0.2,-0.194,-0.03,1.87
1991,2,0.4,-1.423,0.26,26.41,27.07,-0.876,0.74,-1.19,1.13,-0.116,-0.03,-0.02
1991,3,-1.1,-4.147,0.22,27.04,27.32,-0.527,-0.61,-0.74,-1.21,-0.069,0.44,-1.37
1991,4,-1,1.941,0.26,27.53,28.01,0.53,0.17,-1.01,0.38,-0.132,0.96,1.48
1991,5,-1.7,1.095,0.45,27.49,28.2,0.486,0.12,-0.51,-0.63,-0.153,0.72,-0.04
1991,6,-0.2,-0.023,0.64,27.3,28.25,-0.115,-0.52,-1.47,-0.92,-0.129,1.49,-0.31
1991,7,0,-0.747,0.73,26.64,28.05,-0.188,-0.46,-0.1,0.28,-0.107,0.89,-0.28
1991,8,-0.7,-0.861,0.64,25.63,27.53,0.797,1.46,0.36,-0.28,-0.109,-0.46,2.71
1991,9,-2.5,-1.395,0.62,25.26,27.14,-0.112,0.61,0.65,1.15,-0.037,-0.69,-1.12
1991,10,-1.7,-0.972,0.79,25.59,27.58,-0.252,0.3,0.49,-2.35,-0.262,-1.36,-1.77
1991,11,-1.1,1.875,1.21,26.05,27.9,0.285,0.37,0.42,0.22,-0.261,-1.78,1.68
1991,12,-2.9,-3.825,1.53,26.48,28.29,1.613,0.34,0.09,0.17,-0.214,-0.29,1.24
1992,1,-4.7,-4.153,1.71,27.03,28.38,0.55,-0.66,0.05,0.99,-0.191,-0.04,0.64
1992,2,-1.5,-8.402,1.63,27.67,28.53,1.122,0.77,0.31,0.09,-0.095,0.1,3.18
1992,3,-3.3,-8.342,1.48,28.26,28.66,0.984,0.51,0.67,0.46,-0.093,0.55,1.66
1992,4,-1.7,-3.277,1.29,28.75,29.02,-0.521,1.88,0.75,-0.29,-0.185,2.72,1.32
1992,5,0.4,-2.12,1.06,28.44,28.98,1.341,2.49,1.54,1.2,-0.223,1.98,0.79
1992,6,-1,-2.053,0.73,27.17,28.3,-0.302,0.51,1.26,1.36,-0.151,0.96,-1.74
1992,7,-1,-2.161,0.37,25.75,27.51,0.191,0.19,1.9,0.38,-0.22,0.74,1.04
1992,8,0.6,0.417,0.09,25.03,26.91,0.535,0.97,1.44,-0.37,-0.382,-1.3,3.97
1992,9,0.1,0.281,-0.13,24.83,26.65,-0.64,-0.28,0.83,-1.13,-0.37,-0.53,0.99
1992,10,-2.3,-2.741,-0.25,24.64,26.42,-0.366,-1.4,0.93,0.4,-0.301,0.54,-3.33
1992,11,-1.1,0.898,-0.28,24.64,26.42,0.717,1.12,0.93,0.8,-0.335,-0.42,4.52
1992,12,-0.9,-0.86,-0.13,24.87,26.44,1.627,0.35,0.53,-1.53,-0.286,0.08,0.21
1993,1,-1.5,-6.047,0.09,25.55,26.69,3.495,1.35,0.05,-1.48,-0.241,-0.14,3.91
1993,2,-1.2,-7.893,0.3,26.8,27.16,0.184,0.12,0.19,0.44,-0.188,0.03,0.11
1993,3,-0.8,-2.469,0.5,27.61,27.67,0.764,0.3,0.76,0.94,-0.245,0.21,1.47
1993,4,-1.9,-0.714,0.67,28.42,28.41,-0.435,0.91,1.21,1.26,-0.175,2.19,0.83
1993,5,-0.6,-7.225,0.7,28.33,28.71,-1.607,-0.67,2.13,2.43,-0.165,2.13,-2.59
1993,6,-1.4,-1.215,0.57,27.06,28.08,-0.52,-0.29,2.34,0.66,-0.183,0.94,0.16
1993,7,-1.3,-0.212,0.32,26.05,27.52,-0.511,-3.14,2.35,-0.28,-0.278,0.47,0.64
1993,8,-1.6,-2.359,0.25,25.36,26.99,-0.393,0.03,2.69,-0.17,-0.23,-0.42,0.75
1993,9,-1.2,-0.408,0.15,25.22,27.07,-0.361,-0.41,1.56,-0.97,-0.166,0.19,-2.6
1993,10,-1.8,-3.037,0.1,25.11,26.77,-0.565,-0.26,1.41,-0.17,-0.244,0.56,-4.13
1993,11,-0.1,-0.252,0.04,25.09,26.71,1.002,2.56,1.24,-0.35,-0.32,-0.54,0.77
1993,12,0.3,0.239,0.06,25.31,26.76,-0.104,1.36,1.07,0.42,-0.295,0.11,2.17
1994,1,-0.2,1.699,0.06,25.86,26.64,-0.288,0.7,1.21,-0.8,-0.298,-0.13,1.28
1994,2,0.4,-1.061,0.07,26.33,26.81,-0.862,0.08,0.59,-1.27,-0.311,-0.22,0.07
1994,3,-1.1,-1,0.17,26.85,27.39,1.881,0.92,0.8,0.23,-0.281,-0.26,3.68
1994,4,-2.1,-0.003,0.31,27.2,28.08,0.225,1.1,1.05,-0.7,-0.202,0.54,1.38
1994,5,-1.1,-0.914,0.42,27.15,28.24,-0.115,-0.48,1.23,0.48,-0.209,0.22,-1.43
1994,6,-0.7,1,0.41,26.56,28.04,1.606,1.84,0.46,-1.36,-0.224,0.94,2.98
1994,7,-2.2,-0.782,0.44,25.53,27.54,0.351,1.34,0.06,-0.06,-0.233,0.94,-0.09
1994,8,-2,-0.926,0.43,24.86,27.38,0.828,0.36,-0.79,-1.38,-0.237,-0.59,-1.59
1994,9,-2.6,-1.407,0.55,24.85,27.2,-0.084,-1.14,-1.36,-2.02,-0.154,0.25,-2.85
1994,10,-1.9,-1.6,0.74,25.5,27.47,0.174,-0.54,-1.32,-0.09,-0.061,0.79,-1.88
1994,11,-0.9,1.356,1.01,25.99,27.81,1.779,0.54,-1.96,-1.61,-0.022,-0.29,1.68
1994,12,-2,-2.533,1.09,26.05,27.85,0.894,1.78,-1.79,0.39,-0.093,0.27,2.86
1995,1,-0.7,NaN,0.96,26.43,27.57,-0.154,0.57,-0.49,0.2,-0.065,0.04,2.7
1995,2,-0.2,-2.735,0.72,26.85,27.49,1.429,0.85,0.46,0.68,-0.042,0.08,3.13
1995,3,1.2,-4.533,0.53,27.18,27.75,0.393,0.91,0.75,0.03,0.014,-0.1,1.06
1995,4,-1.1,-0.973,0.3,27.18,28.1,-0.963,-1.07,0.83,0.04,0.073,0.48,-1.81
1995,5,-0.6,-1.434,0.14,26.53,27.82,-0.891,-1.33,1.46,0.09,0.269,0.16,-0.36
1995,6,0.2,-0.292,-0.03,26.07,27.59,-0.112,0.44,1.27,0.9,0.361,1.58,-3.36
1995,7,0.7,-1.075,-0.24,25.36,27.08,-0.217,-0.19,1.71,-0.74,0.311,2.71,-0.96
1995,8,0.5,-1.786,-0.54,24.21,26.23,0.544,0.76,0.21,-0.33,0.181,3.02,-1.33
1995,9,0.4,-0.161,-0.81,23.86,25.88,-0.549,0.45,1.16,1.22,0.051,1.63,-1.55
1995,10,0,1.31,-0.97,23.98,25.84,0.075,0.72,0.47,0.11,0.099,1.96,1.22
1995,11,0.1,0.83,-1,24.04,25.6,-0.723,-1.59,-0.28,-0.73,0.124,0.79,-2.73
1995,12,-0.8,-1.4,-0.98,24.25,25.65,-2.127,-1.64,0.16,0.62,0.039,-0.03,-3.33
1996,1,1.6,1.09,-0.9,24.85,25.69,-1.2,-0.65,0.59,-0.68,-0.012,-0.17,-3.27
1996,2,0.4,-3.874,-0.75,25.73,25.89,0.163,-0.52,0.75,-0.7,-0.035,-0.25,-0.12
1996,3,1.9,-1.118,-0.59,26.67,26.67,-1.483,-0.66,1.01,-0.75,-0.06,-0.41,-2.57
1996,4,1.3,0.299,-0.39,26.75,27.35,-1.525,-0.33,1.46,0.51,0.007,-0.51,-0.31
1996,5,0.5,-1.566,-0.31,26.51,27.55,-0.226,-0.93,2.18,0.37,-0.068,-0.27,-1.5
1996,6,1.9,1.471,-0.3,25.86,27.29,0.497,0.87,1.1,-1.18,-0.126,-0.23,1.43
1996,7,1.1,0.022,-0.27,25.17,26.85,0.715,0.7,0.77,0.18,-0.107,-1.23,1.47
1996,8,1.2,0.935,-0.32,24.69,26.64,0.125,1.19,-0.14,-0.93,-0.011,-2.14,-0.19
1996,9,1,1.728,-0.35,24.41,26.27,-1.14,-0.69,0.24,-0.27,-0.004,0.88,-2.23
1996,10,1,2.151,-0.4,24.39,26.27,0.183,0.15,-0.33,-0.67,-0.147,-0.37,-0.07
1996,11,-0.1,1.419,-0.45,24.45,26.29,0.136,-0.72,0.09,-0.44,-0.176,-1.63,-0.05
1996,12,1.5,-1.733,-0.49,24.22,25.95,-1.721,-1.4,-0.03,-1.53,-0.158,-0.14,-4.7
1997,1,0.8,-2.977,-0.5,24.77,26.01,-0.457,-1.08,0.23,0.16,-0.094,-0.17,-1.95
1997,2,2.9,6.571,-0.36,25.73,26.38,1.889,1.48,0.28,0.45,-0.038,-0.21,5.26
1997,3,-0.7,2.004,-0.1,26.86,27.04,1.091,1.13,0.65,-1.56,0.002,0.19,2.09
1997,4,-1,-0.95,0.28,27.47,27.98,0.324,-1.25,1.05,0.29,0.005,0.67,-0.97
1997,5,-2.2,-4.599,0.75,27.9,28.58,-0.961,-0.21,1.83,0.77,0.037,2.16,-1.35
1997,6,-2.3,-2.225,1.22,28.13,28.82,-0.815,-1.17,2.76,-0.25,0.006,3.77,-4.05
1997,7,-1.2,-0.972,1.6,27.9,28.86,-0.431,0.37,2.35,0.1,0.058,4.75,1.18
1997,8,-2.4,-3.765,1.9,27.71,28.75,0.121,0.94,2.79,-0.55,0.012,5.05,1.78
1997,9,-2.4,-4.213,2.14,27.74,28.85,0.195,0.74,2.19,0.22,0.106,6.13,-0.67
1997,10,-2.4,-1.741,2.33,28.06,29.08,-0.7,-1.34,1.61,-0.12,0.147,6.07,-2.26
1997,11,-2,-8.608,2.4,28.37,29.12,-0.661,-1.08,1.12,0.86,0.048,4.73,-0.99
1997,12,-1.6,-2.092,2.39,28.53,28.89,-0.071,-0.98,0.67,0.85,0.128,3.32,-0.2
1998,1,-4.4,-8.112,2.24,28.74,28.93,-2.081,-0.05,0.83,0.3,0.127,3.57,-0.28
1998,2,-3.4,NaN,1.93,28.9,28.78,-0.183,-0.57,1.56,0.89,0.289,4.93,2.44
1998,3,-4,-3.578,1.44,29.12,28.62,-0.254,0.51,2.01,0.69,0.319,5.43,1.24
1998,4,-2.4,-0.944,0.99,29.22,28.6,-0.038,-0.88,1.27,0.85,0.288,4.8,-0.39
1998,5,0.4,-2.547,0.45,28.64,28.51,0.429,-1.17,0.7,-1.87,0.381,4.46,-1.26
1998,6,1.6,1.351,-0.13,26.99,27.34,-0.711,-2.44,0.4,0.09,0.486,5.33,-0.85
1998,7,2,0.856,-0.78,25.42,26.3,-0.212,-0.45,-0.04,1.67,0.485,6.02,-0.57
1998,8,1.9,1.579,-1.12,24.45,25.57,0.65,-0.15,-0.22,-0.6,0.509,5.82,1.8
1998,9,1.7,-1.561,-1.31,23.95,25.46,-1.05,-1.8,-1.21,0.42,0.409,3.35,-3.48
1998,10,1.8,1.959,-1.35,23.99,25.25,0.294,0.2,-1.39,0.77,0.379,3.32,1.34
1998,11,1.7,0.938,-1.48,24.24,25.24,-1.449,-0.43,-0.52,0.7,0.314,1.56,1.13
1998,12,2.3,8.101,-1.57,24.13,24.91,1.353,0.72,-0.44,-0.39,0.276,-0.04,1.95
1999,1,3,4.302,-1.55,24.41,24.86,0.11,0.39,-0.32,-0.44,0.048,-0.17,0.9
1999,2,1.6,3.174,-1.3,25.52,25.43,0.482,-0.11,-0.66,-0.46,0.054,-0.23,1.8
1999,3,2.1,0.822,-1.07,26.68,26.33,-1.492,-0.16,-0.33,0.38,0.066,-0.24,-0.72
1999,4,2.3,4.186,-0.98,26.71,26.7,0.284,-1.18,-0.41,0.05,0.049,-0.5,0.43
1999,5,0.4,2.295,-1.02,26.45,26.79,0.226,0.9,-0.68,-0.05,0.159,-0.83,1.03
1999,6,0.4,0.057,-1.04,25.72,26.53,0.707,1.44,-1.3,0.43,0.177,0.71,1.39
1999,7,0.9,-0.469,-1.1,25.05,26.13,-0.002,-0.87,-0.66,-0.92,0.195,-0.08,-1.85
1999,8,0.6,-1.651,-1.11,24.28,25.63,-0.672,0.38,-0.96,1.95,0.304,3.09,-3.67
1999,9,-0.1,-1.651,-1.16,23.79,25.63,0.059,0.5,-1.53,0.33,0.182,1.45,-0.51
1999,10,1.6,0.012,-1.26,23.6,25.48,-0.006,0.73,-2.23,0.62,0.014,0.21,-0.69
1999,11,1.7,-2.029,-1.46,23.6,25.12,0.611,0.55,-2.05,0.45,-0.052,-0.08,0.3
1999,12,2.4,6.941,-1.65,23.68,24.86,1.043,1.4,-1.63,-0.09,0.012,-0.21,2.13
2000,1,1.1,0.929,-1.66,24,24.78,1.27,0.19,-2,-1.7,-0.087,-0.17,0.35
2000,2,2.7,-4.992,-1.41,25.27,25.21,1.076,1.48,-0.83,1.2,-0.041,-0.3,4.37
2000,3,2.2,3.324,-1.07,26.7,26.3,-0.451,0.4,0.29,0.95,0.101,-0.8,0.54
2000,4,2,-0.614,-0.81,27.41,26.95,-0.279,-0.18,0.35,-0.58,0.039,-0.04,-3.34
2000,5,0.6,-0.812,-0.71,26.88,27.07,0.969,1.52,-0.05,-0.16,0.102,-0.31,0.31
2000,6,-0.3,-1.944,-0.64,26.03,26.94,0.586,0.28,-0.44,-1.19,-0.021,-1.11,0.89
2000,7,-0.3,1.526,-0.55,25.18,26.63,-0.649,-1,-0.66,-2.55,0.069,-0.66,-2.99
2000,8,1.2,0.997,-0.51,24.64,26.37,0.144,-0.5,-1.19,-0.51,0.1,1.09,0.78
2000,9,1.4,-0.59,-0.55,24.59,26.2,0.395,-0.06,-1.24,-1.21,0.099,1.16,-1.1
2000,10,1.8,1.53,-0.63,24.48,26.02,0.317,1.51,-1.3,0.44,-0.043,0.96,1.37
2000,11,3,4.215,-0.75,24.4,25.92,-1.581,-1.1,-0.53,0.7,-0.056,0.65,-0.24
2000,12,1.3,1.911,-0.74,24.57,25.68,-2.354,-0.63,0.52,0.92,-0.13,0.03,-1.41
2001,1,1.6,1.31,-0.68,25.24,25.81,-0.959,-0.22,0.6,1.29,-0.13,-0.17,0.02
2001,2,2.8,2.013,-0.52,26.12,26.12,-0.622,0.07,0.29,-0.51,-0.03,-0.24,0.07
2001,3,1.5,0.853,-0.44,27.2,26.8,-1.687,-1.73,0.45,0.39,0.012,-0.44,-0.68
2001,4,0.3,2.209,-0.34,27.46,27.33,0.906,-0.15,-0.31,-0.7,-0.015,0.12,1.24
2001,5,-0.8,-0.607,-0.25,27.11,27.6,0.452,0.03,-0.3,-0.01,-0.012,-0.68,-0.09
2001,6,0.5,1.43,-0.12,26.34,27.54,-0.015,0.11,-0.47,-0.89,0.195,0.51,-1.33
